filename,width,height,class,xmin,ymin,xmax,ymax
20191121_163942.jpg,4032,3024,blue,400,1209,693,1509
20191121_163942.jpg,4032,3024,yellow,1147,773,1310,938
20191121_163942.jpg,4032,3024,yellow,1978,792,2134,955
20191121_163942.jpg,4032,3024,yellow,2351,892,2531,1104
20191121_163942.jpg,4032,3024,yellow,2602,1255,2846,1579
20191121_163942.jpg,4032,3024,orange,2530,835,2783,1163
20191121_163955.jpg,4032,3024,yellow,1045,1711,1564,2425
20191121_163955.jpg,4032,3024,blue,530,697,806,1021
20191121_163955.jpg,4032,3024,blue,1511,549,1687,797
20191121_163955.jpg,4032,3024,yellow,2821,459,3006,697
20191121_163955.jpg,4032,3024,orange,1523,314,1699,548
20191121_163955.jpg,4032,3024,yellow,3754,649,4030,978
20191121_164000.jpg,4032,3024,blue,283,1567,1002,2329
20191121_164000.jpg,4032,3024,blue,2797,1078,3297,1640
20191121_164000.jpg,4032,3024,orange,3078,354,3402,783
20191121_164038.jpg,3024,4032,orange,1668,1822,2555,3028
20191121_164038.jpg,3024,4032,blue,1030,1385,1443,1897
20191121_164039.jpg,3024,4032,orange,1903,1750,2721,2856
20191121_164039.jpg,3024,4032,blue,1274,1210,1668,1693
20191121_164046.jpg,3024,4032,orange,1442,2009,2117,2872
20191121_164049.jpg,3024,4032,orange,1193,2166,1793,2985
20191121_164103.jpg,3024,4032,orange,1362,2303,2100,3078
20191121_164103.jpg,3024,4032,yellow,344,2222,1162,3022
20191121_164103.jpg,3024,4032,blue,1105,996,1755,1840
20191121_164107.jpg,3024,4032,blue,1812,1528,2799,2753
20191121_164107.jpg,3024,4032,orange,381,1303,1200,2347
20191121_164107.jpg,3024,4032,yellow,988,960,1762,1892
20191121_164111.jpg,3024,4032,blue,923,1629,1923,2973
20191121_164111.jpg,3024,4032,yellow,1575,853,2281,1847
20191121_164111.jpg,3024,4032,orange,737,860,1368,1772
20191121_164114.jpg,3024,4032,orange,681,516,1006,1103
20191121_164114.jpg,3024,4032,yellow,518,641,787,916
20191121_164115.jpg,3024,4032,blue,993,1866,1825,2809
20191121_164118.jpg,3024,4032,orange,1182,1302,1744,2027
20191121_164118.jpg,3024,4032,orange,2536,37,2841,385
20191121_164120.jpg,3024,4032,yellow,1749,1590,2117,2065
20191121_164122.jpg,3024,4032,orange,1131,1785,1456,2178
20191121_164122.jpg,3024,4032,orange,81,1685,375,1966
20191121_164125.jpg,3024,4032,yellow,2268,1528,2706,2060
20191121_164125.jpg,3024,4032,yellow,200,1859,650,2416
20191121_164139.jpg,3024,4032,blue,586,1772,805,2053
20191121_164139.jpg,3024,4032,blue,706,1601,867,1801
20191121_164139.jpg,3024,4032,orange,867,1469,985,1614
20191121_164139.jpg,3024,4032,orange,922,1412,1022,1540
20191121_164139.jpg,3024,4032,orange,1615,1386,1709,1506
20191121_164139.jpg,3024,4032,orange,1704,1449,1824,1590
20191121_164139.jpg,3024,4032,yellow,1893,1562,2046,1749
20191121_164139.jpg,3024,4032,yellow,2036,1713,2221,1965
20191121_164139.jpg,3024,4032,yellow,2605,2216,2993,2660
20191121_164149.jpg,3024,4032,yellow,1425,2391,2031,3097
20191121_164149.jpg,3024,4032,yellow,1175,1303,1481,1660
20191121_164149.jpg,3024,4032,yellow,1187,1022,1393,1291
20191121_164149.jpg,3024,4032,orange,1105,852,1230,1027
20191121_164149.jpg,3024,4032,orange,1057,760,1153,903
20191121_164149.jpg,3024,4032,orange,172,790,300,942
20191121_164149.jpg,3024,4032,orange,22,886,170,1071
20191121_164154.jpg,3024,4032,blue,25,1612,302,1922
20191121_164154.jpg,3024,4032,blue,309,1503,490,1727
20191121_164154.jpg,3024,4032,yellow,1825,1573,2059,1869
20191121_164154.jpg,3024,4032,yellow,1683,1488,1871,1700
20191121_164154.jpg,3024,4032,orange,1526,1435,1635,1576
20191121_164154.jpg,3024,4032,orange,1438,1412,1532,1530
20191121_164154.jpg,3024,4032,orange,681,1421,773,1542
20191121_164154.jpg,3024,4032,orange,582,1447,702,1594
20191121_164158.jpg,3024,4032,yellow,1943,2053,2568,2841
20191121_164158.jpg,3024,4032,blue,550,1534,813,1810
20191121_164158.jpg,3024,4032,blue,1009,1462,1198,1664
20191121_164158.jpg,3024,4032,orange,1420,1412,1548,1566
20191121_164158.jpg,3024,4032,orange,1587,1399,1685,1525
20191121_164158.jpg,3024,4032,yellow,2228,1503,2567,1919
20191121_164158.jpg,3024,4032,orange,2370,1403,2485,1590
20191121_164202.jpg,3024,4032,yellow,631,3003,1175,3647
20191121_164202.jpg,3024,4032,yellow,1712,2210,2068,2541
20191121_164202.jpg,3024,4032,yellow,2143,1991,2387,2260
20191121_164202.jpg,3024,4032,orange,2391,1849,2541,2019
20191121_164202.jpg,3024,4032,orange,2507,1766,2628,1914
20191121_164202.jpg,3024,4032,orange,1739,1725,1854,1855
20191121_164202.jpg,3024,4032,orange,1513,1786,1645,1927
20191121_164202.jpg,3024,4032,blue,1041,1886,1209,2086
20191121_164202.jpg,3024,4032,blue,506,2049,739,2291
20191121_165016.jpg,3024,4032,yellow,93,1959,843,2941
20191121_165016.jpg,3024,4032,orange,1500,1454,2275,2816
20191121_165016.jpg,3024,4032,blue,2300,1210,2793,1791
20191121_165016.jpg,3024,4032,blue,824,990,1261,1528
20191121_165016.jpg,3024,4032,orange,1718,747,2061,1153
20191121_165016.jpg,3024,4032,orange,987,616,1337,966
20191121_165016.jpg,3024,4032,yellow,574,691,949,1135
20191121_165016.jpg,3024,4032,orange,500,266,687,535
20191121_165021.jpg,3024,4032,blue,1555,1204,2312,2135
20191121_165021.jpg,3024,4032,blue,663,585,1175,1210
20191121_165021.jpg,3024,4032,yellow,1293,466,1656,928
20191121_165021.jpg,3024,4032,orange,2512,760,2924,1278
20191121_165021.jpg,3024,4032,orange,2031,522,2343,903
20191121_165021.jpg,3024,4032,orange,25,123,225,385
20191121_165021.jpg,3024,4032,yellow,43,391,406,853
20191121_165021.jpg,3024,4032,yellow,199,235,474,635
20191121_165024.jpg,3024,4032,blue,1262,2022,2218,3235
20191121_165024.jpg,3024,4032,yellow,2218,910,2643,1397
20191121_165024.jpg,3024,4032,blue,1250,1035,1769,1654
20191121_165024.jpg,3024,4032,yellow,931,728,1312,1185
20191121_165024.jpg,3024,4032,yellow,1343,614,1604,969
20191121_165026.jpg,3024,4032,yellow,1531,703,1912,1147
20191121_165026.jpg,3024,4032,yellow,550,810,1075,1447
20191121_165026.jpg,3024,4032,orange,1,628,787,1953
20191121_165026.jpg,3024,4032,blue,1318,2872,2393,4032
20191121_165027.jpg,3024,4032,orange,1487,2078,2300,3172
20191121_165027.jpg,3024,4032,orange,1993,1185,2487,1822
20191121_165027.jpg,3024,4032,yellow,693,1060,1193,1703
20191121_165027.jpg,3024,4032,yellow,187,653,581,1085
20191121_165027.jpg,3024,4032,orange,750,453,993,741
20191121_165031.jpg,3024,4032,orange,1050,1553,1618,2216
20191121_165035.jpg,3024,4032,orange,1325,1116,2412,2535
20191121_165035.jpg,3024,4032,yellow,1756,497,2343,1353
20191121_165035.jpg,3024,4032,yellow,2150,322,2562,878
20191121_165035.jpg,3024,4032,yellow,1975,184,2262,572
20191121_165035.jpg,3024,4032,blue,875,185,1344,753
20191121_165035.jpg,3024,4032,yellow,912,16,1143,410
20191121_165038.jpg,3024,4032,orange,75,1235,862,2397
20191121_165038.jpg,3024,4032,yellow,1831,528,2112,878
20191121_165038.jpg,3024,4032,blue,406,491,750,935
20191121_165038.jpg,3024,4032,yellow,1525,910,2175,1710
20191121_165038.jpg,3024,4032,blue,1443,660,1812,1147
20191121_165038.jpg,3024,4032,yellow,2700,778,3024,1359
20191121_165041.jpg,3024,4032,yellow,1743,1285,2300,1922
20191121_165041.jpg,3024,4032,orange,327,1388,952,2094
20191121_165041.jpg,3024,4032,orange,539,1047,964,1509
20191121_165041.jpg,3024,4032,blue,1512,878,1787,1241
20191121_165041.jpg,3024,4032,blue,2156,1047,2518,1491
20191121_165043.jpg,3024,4032,yellow,2018,1872,2637,2566
20191121_165043.jpg,3024,4032,yellow,2243,1378,2562,1735
20191121_165043.jpg,3024,4032,yellow,25,1466,450,1991
20191121_165043.jpg,3024,4032,yellow,1437,1478,1787,1891
20191121_165043.jpg,3024,4032,yellow,1536,1258,1767,1519
20191121_165043.jpg,3024,4032,blue,709,1331,1021,1696
20191121_165043.jpg,3024,4032,blue,344,1208,598,1492
20191121_165043.jpg,3024,4032,orange,1133,1081,1421,1481
20191121_165049.jpg,3024,4032,yellow,1431,2553,1837,3053
20191121_165049.jpg,3024,4032,yellow,1706,2082,1991,2399
20191121_165049.jpg,3024,4032,yellow,2710,1988,3007,2296
20191121_165049.jpg,3024,4032,yellow,2281,1735,2537,1991
20191121_165049.jpg,3024,4032,orange,643,1885,852,2118
20191121_165049.jpg,3024,4032,orange,849,2321,1099,2688
20191121_165049.jpg,3024,4032,yellow,853,2080,1089,2366
20191121_165049.jpg,3024,4032,orange,235,2103,455,2405
20191121_165049.jpg,3024,4032,blue,1460,1891,1682,2157
20191121_165049.jpg,3024,4032,blue,1435,1730,1602,1935
20191121_165049.jpg,3024,4032,orange,2024,1585,2274,1927
20191121_165052.jpg,3024,4032,orange,956,1410,1850,2578
20191121_165052.jpg,3024,4032,yellow,1875,641,2300,1116
20191121_165052.jpg,3024,4032,orange,838,545,1088,832
20191121_165052.jpg,3024,4032,yellow,2306,550,2579,885
20191121_165052.jpg,3024,4032,orange,1279,504,1467,750
20191121_165052.jpg,3024,4032,orange,1390,600,1640,954
20191121_165052.jpg,3024,4032,orange,2748,315,3013,708
20191121_165055.jpg,3024,4032,yellow,1125,2160,1550,2616
20191121_165055.jpg,3024,4032,orange,559,1642,794,1915
20191121_165055.jpg,3024,4032,yellow,1829,1788,2102,2131
20191121_165055.jpg,3024,4032,orange,852,1885,1129,2223
20191121_165055.jpg,3024,4032,blue,1913,1412,2113,1646
20191121_165055.jpg,3024,4032,orange,2586,1308,2848,1696
20191121_165055.jpg,3024,4032,yellow,1059,1673,1329,1985
20191121_165055.jpg,3024,4032,orange,1086,1492,1271,1735
20191121_165055.jpg,3024,4032,blue,1760,1577,2006,1854
20191121_165055.jpg,3024,4032,yellow,2821,1512,3024,1785
20191121_165057.jpg,3024,4032,yellow,1946,2154,2265,2555
20191121_165057.jpg,3024,4032,yellow,593,2210,975,2660
20191121_165057.jpg,3024,4032,blue,949,1630,1143,1880
20191121_165057.jpg,3024,4032,blue,674,1885,952,2196
20191121_165057.jpg,3024,4032,yellow,1816,1730,2063,2024
20191121_165057.jpg,3024,4032,orange,1607,1508,1846,1913
20191121_165100.jpg,3024,4032,yellow,1633,2677,2109,3323
20191121_165100.jpg,3024,4032,yellow,3,2314,515,2851
20191121_165100.jpg,3024,4032,blue,627,1763,938,2158
20191121_165100.jpg,3024,4032,blue,1218,1430,1441,1735
20191121_165100.jpg,3024,4032,yellow,2067,1777,2383,2192
20191121_165100.jpg,3024,4032,orange,90,1531,321,1827
20191121_165124.jpg,3024,4032,orange,1718,2648,2337,3473
20191121_165124.jpg,3024,4032,yellow,2062,2241,2662,3041
20191121_165127.jpg,3024,4032,orange,1056,1810,1600,2491
20191121_165201.jpg,3024,4032,blue,913,1540,1550,2353
20191121_165201.jpg,3024,4032,yellow,1413,1427,2000,2190
20191121_165345.jpg,3024,4032,orange,1768,785,2131,1303
20191121_165345.jpg,3024,4032,yellow,1,1353,375,1822
20191121_165345.jpg,3024,4032,orange,1206,1041,1543,1478
20191121_165345.jpg,3024,4032,blue,1355,1432,1571,1738
20191121_165345.jpg,3024,4032,orange,1157,1427,1460,1830
20191121_165348.jpg,3024,4032,blue,1348,1046,1709,1542
20191121_165348.jpg,3024,4032,yellow,1637,1081,2040,1654
20191121_165350.jpg,3024,4032,orange,1306,766,1787,1566
20191121_165352.jpg,3024,4032,yellow,268,772,756,1353
20191121_165352.jpg,3024,4032,orange,1143,353,1768,1203
20191121_165352.jpg,3024,4032,orange,1,647,275,1072
20191121_165352.jpg,3024,4032,orange,937,1091,1525,1866
20191121_165352.jpg,3024,4032,blue,1375,1078,1993,1822
20191121_165357.jpg,3024,4032,yellow,1075,1278,2187,2791
20191121_165357.jpg,3024,4032,orange,531,460,1112,1235
20191121_165400.jpg,3024,4032,orange,950,1810,1881,3078
20191121_165400.jpg,3024,4032,yellow,1175,966,1749,1784
20191121_165421.jpg,3024,4032,orange,381,1304,1125,2267
20191121_165421.jpg,3024,4032,blue,2227,854,2589,1316
20191121_165421.jpg,3024,4032,yellow,2544,816,2937,1335
20191121_165423.jpg,3024,4032,blue,344,1403,1050,2316
20191121_165423.jpg,3024,4032,orange,1162,1529,1875,2460
20191121_165423.jpg,3024,4032,blue,2674,1004,3024,1440
20191121_165424.jpg,3024,4032,yellow,199,1709,1037,2741
20191121_165424.jpg,3024,4032,orange,1237,1697,1837,2541
20191121_165424.jpg,3024,4032,blue,2068,1779,2893,2729
20191121_165442.jpg,4032,3024,yellow,235,1154,925,1916
20191121_165442.jpg,4032,3024,orange,1106,1135,1554,1792
20191121_165442.jpg,4032,3024,blue,1735,1140,2302,1821
20191121_165442.jpg,4032,3024,orange,2410,1164,2973,1844
20191121_165450.jpg,3024,4032,yellow,294,591,2438,4003
20191121_165453.jpg,3024,4032,orange,825,553,2412,3066
20191121_165457.jpg,3024,4032,blue,112,1,2656,4028
20191121_165459.jpg,3024,4032,orange,325,360,2375,3722
20191121_165501.jpg,3024,4032,orange,187,60,2256,3735
20191121_165505.jpg,3024,4032,yellow,931,1360,1962,2904
20191121_165506.jpg,3024,4032,orange,512,1460,1612,2941
20191121_165510.jpg,3024,4032,orange,137,1341,1181,2828
20191121_165510.jpg,3024,4032,orange,975,647,1743,1778
20191121_165510.jpg,3024,4032,yellow,1475,1273,2850,3111
20191121_165510.jpg,3024,4032,orange,2156,591,2950,1803
20191121_165512.jpg,3024,4032,orange,1512,1797,2181,2641
20191121_165512.jpg,3024,4032,yellow,406,1935,1281,2873
20191121_165512.jpg,3024,4032,yellow,1468,691,2137,1628
20191121_165512.jpg,3024,4032,orange,418,916,1106,1779
20191121_165514.jpg,3024,4032,blue,1106,2122,1893,2991
20191121_165514.jpg,3024,4032,orange,2044,2166,2781,3010
20191121_165514.jpg,3024,4032,orange,224,2321,931,3047
20191121_165514.jpg,3024,4032,yellow,1,1403,668,2160
20191121_165524.jpg,3024,4032,yellow,1885,1536,2157,1845
20191121_165524.jpg,3024,4032,orange,1660,1617,1923,1949
20191121_165524.jpg,3024,4032,orange,1272,1627,1541,1977
20191121_165524.jpg,3024,4032,yellow,1843,1382,2022,1656
20191121_165524.jpg,3024,4032,orange,1122,1519,1352,1834
20191121_165524.jpg,3024,4032,blue,1348,1317,1529,1554
20191121_165528.jpg,3024,4032,orange,1736,2016,2047,2392
20191121_165528.jpg,3024,4032,orange,1337,1927,1652,2306
20191121_165528.jpg,3024,4032,orange,2000,1897,2267,2256
20191121_165528.jpg,3024,4032,yellow,1065,1819,1337,2184
20191121_165531.jpg,3024,4032,yellow,1590,2372,2104,2958
20191121_165531.jpg,3024,4032,blue,1543,1963,1838,2385
20191121_165531.jpg,3024,4032,orange,2374,2449,2796,3024
20191121_165531.jpg,3024,4032,orange,1327,1852,1588,2219
20191121_165614.jpg,3024,4032,yellow,1710,2132,2005,2468
20191121_165614.jpg,3024,4032,blue,1257,1777,1424,1988
20191121_165614.jpg,3024,4032,yellow,968,1596,1110,1755
20191121_165614.jpg,3024,4032,orange,716,1507,832,1638
20191121_165614.jpg,3024,4032,yellow,593,1442,687,1553
20191121_165614.jpg,3024,4032,yellow,484,1408,571,1508
20191121_165614.jpg,3024,4032,orange,338,1366,410,1437
20191121_165617.jpg,3024,4032,yellow,1660,2413,1936,2763
20191121_165617.jpg,3024,4032,blue,1224,1952,1405,2177
20191121_165617.jpg,3024,4032,yellow,977,1735,1102,1882
20191121_165617.jpg,3024,4032,orange,729,1609,831,1724
20191121_165617.jpg,3024,4032,yellow,605,1530,697,1632
20191121_165617.jpg,3024,4032,yellow,505,1477,587,1570
20191121_165617.jpg,3024,4032,orange,362,1413,423,1487
20191121_165621.jpg,3024,4032,yellow,1405,2072,1713,2466
20191121_165621.jpg,3024,4032,blue,1446,1621,1638,1846
20191121_165621.jpg,3024,4032,yellow,1453,1432,1579,1582
20191121_165621.jpg,3024,4032,orange,1349,1332,1431,1441
20191121_165621.jpg,3024,4032,yellow,1305,1264,1380,1357
20191121_165621.jpg,3024,4032,yellow,1261,1223,1322,1308
20191121_165621.jpg,3024,4032,orange,1196,1176,1239,1242
20191121_165624.jpg,3024,4032,yellow,1088,2604,1561,3258
20191121_165624.jpg,3024,4032,blue,1391,1735,1623,2015
20191121_165624.jpg,3024,4032,yellow,1483,1450,1620,1623
20191121_165624.jpg,3024,4032,orange,1384,1313,1486,1442
20191121_165624.jpg,3024,4032,yellow,1323,1185,1388,1279
20191121_165624.jpg,3024,4032,yellow,1359,1233,1440,1333
20191121_165627.jpg,3024,4032,blue,911,2315,1355,2864
20191121_165627.jpg,3024,4032,yellow,1372,1523,1563,1769
20191121_165627.jpg,3024,4032,orange,1333,1273,1465,1438
20191121_165627.jpg,3024,4032,yellow,1341,1155,1454,1286
20191121_165627.jpg,3024,4032,yellow,1326,1091,1401,1208
20191121_165627.jpg,3024,4032,orange,1300,991,1388,1140
20191121_165629.jpg,3024,4032,yellow,1009,1862,1241,2177
20191121_165629.jpg,3024,4032,orange,1304,1469,1459,1653
20191121_165629.jpg,3024,4032,yellow,1437,1299,1570,1449
20191121_165629.jpg,3024,4032,yellow,1480,1217,1567,1334
20191121_165631.jpg,3024,4032,yellow,116,2282,549,2741
20191121_165631.jpg,3024,4032,orange,1129,1533,1340,1766
20191121_165631.jpg,3024,4032,yellow,1459,1287,1595,1468
20191121_165631.jpg,3024,4032,yellow,1578,1180,1677,1316
20191121_165631.jpg,3024,4032,orange,1651,1039,1762,1216
20191121_165634.jpg,3024,4032,orange,810,1645,1103,1999
20191121_165634.jpg,3024,4032,yellow,1509,1208,1683,1447
20191121_165634.jpg,3024,4032,yellow,1729,1039,1872,1220
20191121_165634.jpg,3024,4032,orange,2011,867,2096,985
20191121_165637.jpg,3024,4032,yellow,1385,1460,1613,1752
20191121_165637.jpg,3024,4032,yellow,1755,1221,1941,1441
20191121_165637.jpg,3024,4032,orange,2164,1013,2266,1147
20191121_165637.jpg,3024,4032,orange,1,2212,400,2856
20191121_165640.jpg,3024,4032,yellow,909,1981,1247,2411
20191121_165640.jpg,3024,4032,yellow,1579,1542,1813,1835
20191121_165640.jpg,3024,4032,orange,2160,1233,2278,1386
20191121_165641.jpg,3024,4032,yellow,1219,1891,1516,2249
20191121_165641.jpg,3024,4032,orange,2032,1385,2174,1568
20191121_165643.jpg,3024,4032,yellow,1,2682,587,3400
20191121_165643.jpg,3024,4032,orange,1693,1450,1899,1688
20191121_165647.jpg,3024,4032,yellow,1032,1796,1421,2275
20191121_165647.jpg,3024,4032,orange,1010,1193,1200,1454
20191121_165647.jpg,3024,4032,yellow,944,902,1079,1085
20191121_165647.jpg,3024,4032,blue,1042,750,1149,883
20191121_165647.jpg,3024,4032,yellow,1185,626,1251,726
20191121_165647.jpg,3024,4032,yellow,1113,686,1194,801
20191121_165647.jpg,3024,4032,orange,1368,602,1436,690
20191121_165647.jpg,3024,4032,orange,1436,590,1495,675
20191121_165647.jpg,3024,4032,orange,1510,590,1583,675
20191121_165701.jpg,3024,4032,yellow,968,1963,1574,2650
